book_id,book_name,summaries,categories
5082,Getting COMFY, will show you how to improve each day of your life by identifying why you need to begin the right way and giving a step-by-step framework to make it happen.,mindfulness
5083,When The Body Says No," will help you become healthier by teaching you the truth behind the mind-body connection, revealing how your mental state does in fact affect your physical condition and how you can improve both.",mindfulness
5084,How To Love," teaches the secrets of caring for and connecting with yourself, your partner, and everyone in the world by looking at love through the lens of mindfulness.",mindfulness
5085,Brain Wash," will show you how to have a more peaceful, contented life by revealing what’s wrong with all of the bad habits that society accepts as normal, how they affect our brains, and the 10-day program you can follow to fix it.",mindfulness
5086,Unplug," is your guide to utilizing meditation to enhance your brain, deal with stress, and become happier, explaining the basics of this practice, how to get started with it, and what science has to teach about its many benefits.",mindfulness
5087,Ego Friendly," brings a twist to the mainstream spiritual narrative by showing you how to befriend your ego and treat it as your ally, instead of “letting go of it.”",mindfulness
5088,Eat Sleep Work Repeat," identifies why so many workplaces are unnecessarily stressful, how it makes employees unhappy and businesses less profitable, and what we all need to do to fix this growing problem.",mindfulness
5089,The Art Of Communicating," will improve your interpersonal and relationship skills by identifying the power of using mindfulness when talking with others, showing you how to listen with respect, convey your ideas efficiently, and most of all deepen your connections with others.",mindfulness
5090,Start Where You Are, helps you discover the power of meditation and compassion by going beyond what incense to buy and giving you real and powerful advice on how to make these tools part of your daily life so you can live with greater happiness and peace.,mindfulness
5091,Living Forward," shows you how to finally get direction, purpose, and fulfillment by identifying why you need a Life Plan, how to write one, and the amazing life you can have if you implement it.",mindfulness
5092,Emotional Intelligence 2.0," explains what Emotional Intelligence is and how you can use it to build fantastic relationships in your personal life and career by utilizing the powers of self-awareness, self-management, social awareness, and relationship management.",mindfulness
5093,The Happiness Trap," offers an easy-to-follow, practical guide to implementing Acceptances and Commitment Therapy (ACT), an effective method for loosening the grip of negative emotions so you can follow your values in life. ",mindfulness
5094,Mind Over Clutter," helps you take steps to improve your mental health, physical health, and the environment by showing you why having too much junk is so bad for you and outlining how to get rid of it all.",mindfulness
5095,Reasons To Stay Alive," shows you the dangers and difficulties surrounding mental illness, uncovers the stigma around it, and identifies how to recover from it by sharing the story of Matt Haig’s recovery after an awful panic attack and subsequent battle with depression and anxiety.",mindfulness
5096,Metahuman, shows you how to tap into your unlimited potential by discovering a higher level of awareness surrounding the limits of your everyday reality.,mindfulness
5097,Happier, will improve your mental state and level of success by identifying what you get wrong about joy and how to discover what’s most important to you and how to make those things a more significant part of your life.,mindfulness
5098,The Power Of Bad, gives some excellent tips on how to become happier by identifying your tendency toward negativity and what psychology and research have to show you about how to beat it.,mindfulness
5099,Who Will Cry When You Die?, helps you leave a lasting legacy of greatness after you’re gone by giving specific tips on how to become the best version of yourself and the kind that makes others grateful for all of your contributions to their lives and the world.,mindfulness
5100,The Way Of Zen," is the ultimate guide to understanding the history, principles, and benefits of Zen and how it can help us experience mental stillness and enjoy life even in uncertain times.",mindfulness
5101,A Monk’s Guide To Happiness, will help you find more joy in life by identifying the mental pitfalls you fall into that make it so hard to have and how to shatter the shackles of suffering to finally find inner peace.,mindfulness
5102,Resisting Happiness," shows you how to get more joy in your life by exploring the roadblocks you unknowingly put in the way of it, explaining why it’s a choice, and giving specific tips to help you make the decision to be content.",mindfulness
5103,When Things Fall Apart, gives you the confidence to make it through life’s inevitable setbacks by sharing ideas and strategies like mindfulness to grow your resilience and come out on top.,mindfulness
5104,Willpower Doesn’t Work, shows you how to change your life in a more efficient way than relying on sheer grit alone by identifying the importance of your environment and other factors that affect your productivity so you can become your best self.,mindfulness
5105,Joy At Work," takes Marie Kondo’s famous tidying-up tips and applies it to your job to help you be happier in the physical areas, digital spaces, and uses of your time in the office.",mindfulness
5106,How To Do Nothing," makes you more productive and helps you have more peace by identifying the problems with our current 24/7 work culture, where it came from, and how pausing to reflect helps you overcome it.",mindfulness
5107,The Unexpected Joy Of Being Sober, will help you have a happier and healthier life by persuasively revealing the many disadvantages of alcohol and the benefits of going without it permanently. ,mindfulness
5108,Status Anxiety, identifies the ways that your desire to be seen as someone successful makes you mentally unhealthy and also shows ways that you can combat the disease of trying to climb the never-ending social ladder.,mindfulness
5109,Personality Isn’t Permanent," will shatter your long-held beliefs that you’re stuck as yourself, flaws and all, by identifying why the person you are is changeable and giving you specific and actionable steps to change.",mindfulness
5110,Design Your Future, motivates you to get out of your limiting beliefs and fears that are holding you back from building a life you love by identifying why you got stuck in a career or job you hate and what steps you must take to finally live your dreams.,mindfulness
5111," Outer Order, Inner Calm"," gives you advice to declutter your space and keep it orderly, to foster your inner peace and allow you to flourish.",mindfulness
5112,Self-Compassion," teaches you the art of being kind to yourself by identifying what causes you to beat yourself up, how it affects your life negatively, and what you can do to relate to yourself in healthier and more compassionate ways.",mindfulness
5113,Comfortably Unaware, is a well-researched compendium on how our food choices and animal agriculture impact the well-being of the whole planet.,mindfulness
5114,The Advice Trap," will drastically improve your communication skills and make you more likable, thanks to explaining why defaulting to sharing your opinion about everything is a bad idea and how listening until you truly understand people’s needs will make a much bigger positive difference in their lives.",mindfulness
5115,The Book You Wish Your Parents Had Read, will help you step back and focus more on the big picture of parenting to foster a strong relationship with your child so they can grow up emotionally and mentally healthy.,mindfulness
5116,Insight," will help you understand what self-awareness is, why it’s vital if you want to become your best self, and how to overcome the obstacles in the way of having more of it.",mindfulness
5117,Affluenza, asserts that the reason we are so unhappy is because of our obsession with consumption and the sickness that it brings upon ourselves and the world around us as well.,mindfulness
5118,Braiding Sweetgrass, offers some great ways for all of us to take better care of and be more grateful for our planet by explaining the way that Native Americans view and take care of it.,mindfulness
5119,The Ruthless Elimination Of Hurry," will teach you how to slow down, relax, and live a simpler life to become happier and improve your wellbeing.",mindfulness
5120,The Path Made Clear, contains Oprah Winfrey’s tips for how to discover your real purpose so you can live a life of success and significance.,mindfulness
5121,Measure What Matters," teaches you how to implement tracking systems into your company and life that will help you record your progress, stay accountable, and make reaching your goals almost inevitable.",mindfulness
5122,The Worry-Free Mind, helps free you of the shackles of all types of anxieties by identifying where they come from and what steps you need to take to regain control of your thinking patterns and become mentally healthy again.,mindfulness
5123,Do What You Are, will help you discover your personality type and how it can lead you to a more satisfying career that corresponds to your talents and interests.,mindfulness
5124,Great Thinkers, shows how much of what’s truly important in life can be solved by the wisdom left behind by brilliant minds from long past. ,mindfulness
5125,Brain Rules," teaches you how to become more productive at work and life by giving proven facts about how your mind works better with good sleep, exercise, and learning with all the senses.",mindfulness
5126,Broadcasting Happiness," is an encouraging resource that will help you boost your health and happiness in your relationships, work, and community by showing you how to unlock the power of positive words and stories.",mindfulness
5127,The Body Keeps The Score, teaches you how to get through the difficulties that arise from your traumatic past by revealing the psychology behind them and revealing some of the techniques therapists use to help victims recover.,mindfulness
5128,How Not To Worry," will teach you how to live stress-free by revealing your brain’s primitive emotional survival instinct and providing a simple and effective roadmap for letting go of your anxieties. 
",mindfulness
5129,How To Change Your Mind," reveals new evidence on psychedelics, confirming their power to cure mental illness, ease depression and addiction, and help people die more peacefully.  ",mindfulness
5130,A Beginner’s Guide To The End," is your guide to using the principles of stillness, cleaning, and grief to prepare for your own or a loved one’s death.",mindfulness
5131,Stillness Is The Key," will show you how to harness the power of slowing down your body and mind for less distractions, better self-control, and, above all, a happier and more peaceful life.",mindfulness
5132,The Little Book of Lykke, gives Danish-derived and science-backed tips that will help you be happier.,mindfulness
5133,Radical Acceptance, teaches how you can become more content and happy in your life by applying the principles of meditation and Buddhism. ,mindfulness
5134,The Next Right Thing," is your guide for making wise, thoughtful, and intentional decisions simply by looking for the single best action to take at the moment.",mindfulness
5135,7 Strategies For Wealth And Happiness," is the ultimate guide to improving your wealth through self-discipline, action, and a positive attitude toward work, money, and the people around you.",mindfulness
5136,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,mindfulness
5137,Irresistible," reveals how alarmingly stuck to our devices we are, shows the negative consequences of technology addiction, and gives tips for a healthier relationship with the digital world.
",mindfulness
5138,A Return To Love," will help you let go of resentment, fear, and anger to have happier and healthier jobs and relationships by teaching you how to embrace the power of love.",mindfulness
5139,Time And How To Spend It, is your guide to becoming more productive by not focusing on working extra hours but instead using the time off more effectively.,mindfulness
5140,Feral, will help you find ways to improve the well-being of humanity by illustrating the deep connection between us and Nature and offering actionable advice on how to preserve balance in our ecosystems through rewilding.,mindfulness
5141,Bullshit Jobs," asserts that roughly two out of every five people are stuck in work that is bereft of purpose, and these workers could suffer psychological damage as a result. ",mindfulness
5142,Big Potential, will show you that the real secret to success and thriving in all aspects of life is developing strong connections with others and treating them in a way that lifts them up.,mindfulness
5143,Super Brain, explores the idea that through increased self-awareness and conscious intention we can teach our brain to perform at a higher level than we thought possible.,mindfulness
5144,The Miracle of Mindfulness, teaches the ancient Buddhist practice of mindfulness and how living in the present will make you happier.,mindfulness
5145,Exploring The World Of Lucid Dreaming, is a practical guide to dreaming consciously which uncovers an invaluable channel of communication between your conscious and unconscious mind.,mindfulness
5146,The Varieties Of Religious Experience," will show you that spirituality isn’t limited to church and that you too can benefit from trying a variety of religious practices, even if you identify with no religion in particular.",mindfulness
5147,When Bad Things Happen To Good People," explains why even the best of people sometimes suffer from adversity, and how we can turn our pain into something meaningful instead of lamenting it.",mindfulness
5148,The Art of Thinking Clearly, is a full compendium of the psychological biases that once helped us survive but now only hinder us from living our best life.,mindfulness
5149,The Organized Mind, will show you how to adapt your mind to our modern information culture so  you can work efficiently without feeling exhausted.,mindfulness
5150,The Secret Life of Pronouns," is a collection of research and case studies explaining what our use of pronouns, articles, and other style words can reveal about ourselves.",mindfulness
5151,QBQ!, will teach you to ask better questions and stay accountable and why doing so will change every aspect of your life for the better.,mindfulness
5152,The Road to Character," explains why today’s ever-increasing obsession with the self is eclipsing moral virtues and our ability to build character, and how that gets in the way of our happiness.",mindfulness
5153,Social Intelligence," is a complete guide to the neuroscience of relationships, explaining how your social interactions shape you and how you can use these effects to your advantage.",mindfulness
5154,The Brain That Changes Itself, explores the groundbreaking research in neuroplasticity and shares fascinating stories of people who can use the brain’s ability to adapt and be cured of ailments previously incurable. ,mindfulness
5155,Psycho-Cybernetics," explains how thinking of the human mind as a machine can help improve your self-image, which will dramatically increase your success and happiness.",mindfulness
5156,Altered Traits, explores the science behind meditation techniques and the way they benefit and alter our mind and body.,mindfulness
5157,Behave," sets out to explain the reason behind human behavior, good or bad, by exploring the influences of brain chemistry and our environment.",mindfulness
5158,The Tao Te Ching," is a collection of 81 short, poignant chapters full of advice on living in harmony with “the Tao,” translated as “the Way,” an ancient Chinese interpretation of the spiritual force underpinning all life, first written around 400 BC but relevant to this day.",mindfulness
5159,"Girl, Wash Your Face"," inspires women to take their lives into their own hands and make their dreams happen, no matter how discouraged they may feel at the moment.",mindfulness
5160,Inner Engineering, is a guide to creating a life of happiness by exploring your internal landscape of thoughts and feelings and learning to align them with what the universe tells you.,mindfulness
5161,Search Inside Yourself," adapts the ancient ethos of “knowing thyself” to the realities of a modern, fast-paced workplace by introducing mindfulness exercises to enhance emotional intelligence.",mindfulness
5162, The Book ,is a spiritual exploration of true human nature and our place in the universe that challenges wide-spread but often misled beliefs.,mindfulness
5163,Aware," is a comprehensive overview of the far-reaching benefits of meditation, rooted in both science and practice, enriched with actionable advice on how to practice mindfulness. ",mindfulness
5164,Digital Minimalism," shows us where to draw the line with technology, how to properly take time off our digital devices, and why doing so is the key to living a happy, focused life in a noisy world.",mindfulness
5165,The Happy Mind, shows you what science and experience teach about how to become happier by assuming responsibility for your own well-being.,mindfulness
5166,Everything Is F*cked, explains what’s wrong with our approach towards happiness and gives philosophical suggestions that help us make our lives worth living.,mindfulness
5167,The Tao of Physics," questions many biases about Western science and Eastern spirituality, showing the close connections between the principles of physics and those of Buddhism, Hinduism, and Taoism",mindfulness
5168,My Stroke Of Insight, teaches you how to calm yourself anytime by simply tuning into the inherent peacefulness of the right side of the brain.,mindfulness
5169,The Presence Process," is an actionable 10-week program to become more present and consciously respond to situations based on breathing practice, insightful text, and observing your day-to-day experience.",mindfulness
5170,The More Of Less," teaches you how to declutter your time, mental capacities, and spaces to give more attention to the people and experiences that matter most.",mindfulness
5171,The Courage To Be Disliked," is a Japanese analysis of the work of 19th-century psychologist Alfred Adler, who established that happiness lies in the hands of each human individual and does not depend on past traumas.",mindfulness
5172,The Energy Bus," is a fable that will help you create positive energy with ten simple rules and make it the center of your life, work, and relationships.",mindfulness
5173,Atomic Habits," is the definitive guide to breaking bad behaviors and adopting good ones in four steps, showing you how small, incremental, everyday routines compound into massive, positive change over time.",mindfulness
5174,Outwitting The Devil," is an imagined interview between Napoleon Hill and the Devil himself, in which he wrings certain truths from the root of evil, which will help us avoid his grasp and live a good life.",mindfulness
5175,The Inner Game Of Tennis," is about the mental state required to deliver peak performance and how you can cultivate that state in sports, work, and life.",mindfulness
5176,The Power Of Your Subconscious Mind," is a spiritual self-help classic, which teaches you how to use visualization and other suggestion techniques to adapt your unconscious behavior in positive ways.",mindfulness
5177,Minimalism, is an instructive introduction to the philosophy of less and how it helped two guys who had achieved the American dream let go of their possessions and the depressions that came with them.,mindfulness
5178,Letters From A Stoic, is a collection of moral epistles famous Roman Stoic and philosopher Seneca,mindfulness
5179,The Wisdom Of Life," is an essay from Arthur Schopenhauer’s last published work, which breaks down happiness into three parts and explains how we can achieve it.",mindfulness
5180,The Secret," is a self-help book by Rhonda Byrne that explains how the law of attraction, which states that positive energy attracts positive things into your life, governs your thinking and actions, and how you can use the power of positive thinking to achieve anything you can imagine.",mindfulness
5181,The Book Of Joy," is the result of a 7-day meeting between the Dalai Lama and Desmond Tutu, two of the world’s most influential spiritual leaders, during which they discussed one of life’s most important questions: how do we find joy despite suffering?",mindfulness
5182,Principles," holds the set of rules for work and life billionaire investor and CEO of the most successful fund in history, Ray Dalio, has acquired through his 40-year career in finance.",mindfulness
5183,The 5 Second Rule," is a simple tool that undercuts most of the psychological weapons your brain employs to keep you from taking action, which will allow you to procrastinate less, live happier and reach your goals.",mindfulness
5184,The Subtle Art Of Not Giving A F*ck," does away with the positive psychology craze to instead give you a Stoic, no-BS approach to living a life that might not always be happy, but meaningful and centered only around what’s important to you.",mindfulness
5185,The Myth Of Multitasking," explains why doing everything at once is neither efficient, nor even possible, and gives you practical steps for more focus in the workplace.",mindfulness
5186,I Thought It Was Just Me (But It Isn’t), helps you understand and better manage the complicated and painful feeling of shame.,mindfulness
5187,The Monk Who Sold His Ferrari," is a self-help classic telling the story of fictional lawyer Julian Mantle, who sold his mansion and Ferrari to study the seven virtues of the Sages of Sivana in the Himalayan mountains.",mindfulness
5188,The Four Agreements," draws on the long tradition of the Toltecs, an ancient, indigenous people of Mexico, to show you that we have been domesticated from childhood, how these internal, guiding rules hurt us and what we can do to break and replace them with a new set of agreements with ourselves.",mindfulness
5189,"If You’re So Smart, Why Aren’t You Happy"," walks you through the seven deadly sins of unhappiness, which will show you how small the correlation between success and happiness truly is and help you avoid chasing the wrong things in your short time here on earth.",mindfulness
5190,The Little Book Of Hygge," is about the hard-to-describe, yet powerful Danish attitude towards life, which consistently ranks Denmark among the happiest countries in the world and how you can cultivate it for yourself.",mindfulness
5191,Long-Term Thinking For A Short-Sighted World," explains why we rarely think about the long-term consequences of our actions, how this puts our entire species in danger and what we can do to change and ensure a thriving future for mankind.",mindfulness
5192,The Life-Changing Magic Of Not Giving A F*ck," is a funny, practical guide to mental decluttering, giving you actionable tips to stop caring about things that don’t really matter to you, without feeling ashamed or guilty.",mindfulness
5193,Trying Not To Try," explores ancient, Chinese philosophy to break down the art of being spontaneous, which will help you unite your mind and body, reach a state of flow, and breeze through life like a leaf in a river.",mindfulness
5194,At Home," takes you on a tour of the modern home, using each room as occasion to reminisce about the history of its tradition, thus enlightening you with how the amenities and comforts of everyday life you now take for granted have come to be.",mindfulness
5195,Peak," accumulates everything the pioneer researcher on deliberate practice has learned about expert performance through decades of exploration and analysis of what separates those, who are average, from those, who are world-class at what they do.",mindfulness
5196,Ego Is The Enemy," reveals why a tendency that’s hardwired into our brains — the belief that the world revolves around us and us alone — keeps holding us back from living the very life it dreams up for us, including what we can do to overcome our ego, be kinder to others and ourselves, and achieve true greatness.",mindfulness
5197,Simple Rules," shows you how to navigate our incredibly complex world by learning the structure of and coming up with your own set of easy, clear-cut rules to follow for the most various situations in life.",mindfulness
5198,The Seven Spiritual Laws Of Success," brings together the spiritual calmness and mindful behavior of Eastern religions with Western striving for achieving internal and external success, showing you seven specific ways to let both come to you.",mindfulness
5199,The Untethered Soul," describes how you can untie your self from your ego, harness your inner energy, expand beyond yourself and float through the river of life instead of blocking or fighting it.",mindfulness
5200,The Gifts Of Imperfection," shows you how to embrace your inner flaws to accept who you are, instead of constantly chasing the image of who you’re trying to be, because other people expect you to act in certain ways.",mindfulness
5201,How Will You Measure Your Life," shows you how to sustain motivation at work and in life to spend your time on earth happily and fulfilled, by focusing not just on money and your career, but your family, relationships and personal well-being.",mindfulness
5202,Mind Gym," explains why the performance of world-class athletes isn’t only a result of their physical training, but just as much due to their mentally fit minds and shows you how you can cultivate the mindset of a top performer yourself.",mindfulness
5203,Finding Your Element," shows you how to find your talents and passions, embrace them, and come up with your own definition of happiness, so you can combine what you love with what you’re good at to live a long, happy life.",mindfulness
5204,The Wisdom Of Insecurity," is a self-help classic that breaks down our psychological need for stability and explains how it’s led us right into consumerism, why that won’t solve our problem and how we can really calm our anxiety.",mindfulness
5205,Mindsight," offers a new way of transforming your life for the better by connecting emotional awareness with the right reactions in your body, based on the work of a renowned pyschologist and his patients.",mindfulness
5206,A Force For Good," is a universal call to turn our compassion outward and use it to improve ourselves and the world around us in science, religion, social issues, business and education.",mindfulness
5207,How To Stop Worrying And Start Living," is a self-help classic which addresses one of the leading causes of physical illness, worry, by showing you simple and actionable techniques to eliminate it from your life.",mindfulness
5208,A Guide To The Good Life," is a roadmap for aspiring Stoics, revealing why this ancient philosophy is useful today, what Stoicism is truly about, and showing you how to cultivate its powerful principles in your own life.",mindfulness
5209,Rising Strong," describes a 3-phase process of bouncing back from failure, which you can implement both in your own life and as a team or company, in order to embrace setbacks as part of life, deal with your emotions, confront your own ideas and rise stronger every time.",mindfulness
5210,The Code Of The Extraordinary Mind," gives you a 10-step framework for success, based on the lives of the world’s most successful people, who the author has spent 200+ hours interviewing.",mindfulness
5211,"Think Like A Freak teaches you how to reject conventional wisdom as often as possible, ask the right questions about everything and come up with your own, statistically validated answers, instead of relying on other peoples’ opinions or common sense",.,mindfulness
5212,Daring Greatly," is a book about having the courage to be vulnerable in a world where everyone wants to appear strong, confident and like they know what they’re doing.",mindfulness
5213,Meditations On First Philosophy," is one of the premier works of Western philosophy, written by René Descartes in 1641, prompting us to abandon everything that can possibly be doubted and then starting to reason our way forward based only on what we can know with absolute certainty.",mindfulness
5214,A New Earth," outlines a crazy and destructive place we call home, but not without showing us that we can all save it together, by looking into our minds and detaching ourselves from our ego, so we can practice acceptance and enjoyment.",mindfulness
5215,"Wherever You Go, There You Are"," explains what mindfulness is and why it’s not reserved for Zen practitioners and Buddhist monks, giving you simple ways to practice it in everyday life, both formally and informally, while helping you avoid the obstacles on your way to a more aware self.",mindfulness
5216,The Life-Changing Magic of Tidying Up," takes you through the process of simplifying, organizing and storing your belongings step by step, to make your home a place of peace and clarity.",mindfulness
5217,Who Moved My Cheese," tells a parable, which you can directly apply to your own life, in order to stop fearing what lies ahead and instead thrive in an environment of change and uncertainty.",mindfulness
5218,Singletasking," digs into neuroscientific research to explain why we’re not meant to multitask, how you can go back to the old, singletasking ways, and why that’s better for your work, relationships and happiness.",mindfulness
5219,As A Man Thinketh," is an essay and self-help classic, which argues that the key to mastering your life is harnessing the power of your thoughts and helps you cultivate the philosophy and attitude of a positive, successful person.",mindfulness
5220,Buddha’s Brain," explains how world-changing thought leaders like Moses, Mohammed, Jesus, Gandhi and the Buddha altered their brains with the power of their minds and how you can use the latest findings of neuroscience to do the same and become a more positive, resilient, mindful and happy person.",mindfulness
5221,13 Things Mentally Strong People Don’t Do," started as a personal reminder to not give in to bad habits in the face of adversity, but turned into a psychological guidebook to help you improve your mental strength and emotional resilience.",mindfulness
5222,The Art of Non-Conformity," teaches you how to play life by your own rules by giving you practical glimpses into the world of self-employment, a new approach to travel, to-do list minimalism and conscious spending habits.",mindfulness
5223,Vagabonding," will change your relationship with money and travel by showing you that long-term life on the road isn’t reserved for rich people and hippies, and will give you the tools you need to start living a life of adventure, simplicity and content.",mindfulness
5224,First Things First," shows you how to stop looking at the clock and start looking at the compass, by figuring out what’s important, prioritizing those things in your life, developing a vision for the future, building the right relationships and becoming a strong leader wherever you go.",mindfulness
5225,Focus," shows you that attention is the thing that makes life worth living and helps you develop more of it to become focused in every area of life: work, relationships and your own attitude towards life and the planet.",mindfulness
5226,10% Happier," gives skeptics an easy “in” to meditation, by taking a very non-fluffy approach to the science behind this mindfulness practice and showing you how and why letting go of your ego is important for living a stress-free life.",mindfulness
5227,The Power of Now," shows you that every minute you spend worrying about the future or regretting the past is a minute lost, because the only place you can truly live in is the present, the now, which is why the book offers actionable strategies to start living every minute as it occurs and becoming 100% present in and for your life.",mindfulness
5228,The In-Between," is a reminder to slow down and learn to appreciate the little moments in life, like the times when we’re really just waiting for the next big thing, as they shape our lives a lot more than we think.",mindfulness
5229,The Obstacle Is The Way," is a modern take on the ancient philosophy of Stoicism, which helps you endure the struggles of life with grace and resilience by drawing lessons from ancient heroes, former presidents, modern actors, athletes, and how they turned adversity into success thanks to the power of perception, action, and will.",mindfulness
5230,The Power Of Positive Thinking," will show you that the roots of success lie in the mind and teach you how to believe in yourself, break the habit of worrying, and take control of your life by taking control of your thoughts and changing your attitude.",mindfulness
5231,Thinking Fast And Slow," shows you how two systems in your brain are constantly fighting over control of your behavior and actions, and teaches you the many ways in which this leads to errors in memory, judgment and decisions, and what you can do about it.",mindfulness
5232,The Power Of Full Engagement,,mindfulness
5233,Your Brain At Work," helps you overcome the daily challenges that take away your brain power, like constant email and interruption madness, high levels of stress, lack of control and high expectations, by showing you what goes on inside your head and giving you new approaches to control it better.",mindfulness
5234,Don’t Sweat The Small Stuff (… And It’s All Small Stuff)," will keep you from letting the little, stressful things in life, like your email inbox, rushing to trains, and annoying co-workers drive you insane and help you find peace and calm in a stressful world.",mindfulness
5235,Less Doing More Living," is based on the assumption that the less you have to do, the more life you have to live, and helps you implement this philosophy into your life by giving you real-world tools to boost efficiency in every aspect of your life.",mindfulness
5236,Rewire," explains why we keep engaging in addictive and self-destructive behavior, how our brains justify it and where you can get started on breaking your bad habits by becoming more mindful and disciplined.",mindfulness
5237,The Power Of No," is an encompassing instruction manual for you to harness the power of this little word to get healthy, rid yourself of bad relationships, embrace abundance and ultimately say yes to yourself.",mindfulness
5238,Think And Grow Rich," is a curation of the 13 most common habits of wealthy and successful people, distilled from studying over 500 individuals over the course of 20 years.",mindfulness
5239,"Mistakes Were Made, But Not By Me"," takes you on a journey of famous examples and areas of life where mistakes are hushed up instead of admitted, showing you along the way how this hinders progress, why we do it in the first place, and what you can do to start honestly admitting your own.",mindfulness
5240,Essentialism," will show you a new, better way of looking at productivity by giving you permission to be extremely selective about what’s truly essential in your life and then ruthlessly cutting out everything else.",mindfulness
5241,The Art Of Happiness," is the result of a psychiatrist interviewing the Dalai Lama on how he personally achieved inner peace, calmness, and happiness.",mindfulness
5242,The Paradox Of Choice," shows you how today’s vast amount of choice makes you frustrated, less likely to choose, more likely to mess up, and less happy overall, before giving you concrete strategies and tips to ease the burden of decision-making.",mindfulness
5243,Stumbling On Happiness," examines the capacity of our brains to fill in gaps and simulate experiences, shows how our lack of awareness of these powers sometimes leads us to wrong decisions, and how we can change our behavior to synthesize our own happiness.",mindfulness
5244,The 7 Habits Of Highly Effective People," teaches you both personal and professional effectiveness by changing your view of how the world works and giving you 7 habits, which, if adopted well, will lead you to immense success.",mindfulness
